id,category,urgency_level,urgency_score,text_description,image_description,issue_type,location_type,timestamp
garbage_MEDIUM_9045,garbage,MEDIUM,4,This could be dangerous problem: burning garbage park. this is problematic and requires resolution. bad smell. getting worse. visible from the road.,Photo of burning garbage showing full garbage bins park. Photo taken morning shot with after rain. Clear visibility.,burning garbage,park,2025-09-25 06:10:10.233199
garbage_MEDIUM_8795,garbage,MEDIUM,4,Reporting overflowing bins bus stop. This is causing difficulties for residents. Please address when possible. Attracting flies. Been like this for a few days. In a busy area.,Photo of overflowing bins showing scattered litter bus stop. Photo taken afternoon lighting with sunny conditions. Good image quality.,overflowing bins,bus stop,2025-09-19 06:10:10.233199
garbage_MEDIUM_9781,garbage,MEDIUM,6,I would like to report there's a medical waste park that needs attention. it's issue and should be fixed soon. unsightly appearance. ongoing issue. near the main entrance.,Photo of medical waste showing scattered litter park. Photo taken during daytime with sunny conditions. Close-up detail visible.,medical waste,park,2025-09-23 06:10:10.233199
garbage_MEDIUM_9202,garbage,MEDIUM,7,Problem: medical waste market place. This is concerning and requires resolution. Bad smell. Getting worse. Close to residential homes.,Photo of medical waste showing scattered litter market place. Photo taken during daytime with sunny conditions. Close-up detail visible.,medical waste,market place,2025-09-09 06:10:10.233199
garbage_MEDIUM_6323,garbage,MEDIUM,5,Reporting overflowing bins school area. This is causing inconvenience for residents. Please address when possible. Bad smell. Ongoing issue. Near the main entrance.,Photo of overflowing bins showing full garbage bins school area. Photo taken afternoon lighting with after rain. Multiple angles shown.,overflowing bins,school area,2025-09-12 06:10:10.233199
garbage_MEDIUM_1362,garbage,MEDIUM,7,I would like to report there's a burning garbage school area that needs attention. it's problem and should be fixed soon. bad smell. been like this for a few days. near the main entrance.,Photo of burning garbage showing scattered litter school area. Photo taken in the evening with sunny conditions. Multiple angles shown.,burning garbage,school area,2025-09-09 06:10:10.233199
garbage_MEDIUM_1832,garbage,MEDIUM,5,Problem: burning garbage hospital zone. This is problematic and requires resolution. Unsightly appearance. Noticed last week. In a busy area.,Photo of burning garbage showing scattered litter hospital zone. Photo taken morning shot with after rain. Multiple angles shown.,burning garbage,hospital zone,2025-09-20 06:10:10.233199
garbage_MEDIUM_6796,garbage,MEDIUM,7,"This is ridiculous issue with overflowing bins hospital zone. while not critical, it needs proper attention at earliest. bad smell. been like this for a few days. near the main entrance.",Photo of overflowing bins showing scattered litter hospital zone. Photo taken in the evening with after rain. Good image quality.,overflowing bins,hospital zone,2025-09-18 06:10:10.233199
garbage_MEDIUM_7632,garbage,MEDIUM,5,Reporting waste accumulation bus stop. This is causing problems for residents. Please address when possible. Unsightly appearance. Ongoing issue. In a busy area.,Photo of waste accumulation showing full garbage bins bus stop. Photo taken morning shot with overcast sky. Good image quality.,waste accumulation,bus stop,2025-09-03 06:10:10.233199
garbage_MEDIUM_6443,garbage,MEDIUM,5,Reporting medical waste hospital zone. This is causing problems for residents. Please address when possible. Unsightly appearance. Getting worse. Close to residential homes.,Photo of medical waste showing scattered litter hospital zone. Photo taken afternoon lighting with clear weather. Close-up detail visible.,medical waste,hospital zone,2025-09-15 06:10:10.233199
garbage_MEDIUM_8398,garbage,MEDIUM,4,There's a burning garbage hospital zone that needs attention. It's troublesome and should be fixed soon. Attracting flies. Ongoing issue. Visible from the road.,Photo of burning garbage showing significant waste accumulation hospital zone. Photo taken in the evening with sunny conditions. Good image quality.,burning garbage,hospital zone,2025-08-28 06:10:10.233199
garbage_MEDIUM_8060,garbage,MEDIUM,7,Reporting burning garbage park. This is causing inconvenience for residents. Please address when possible. Bad smell. Ongoing issue. Near the main entrance.,Photo of burning garbage showing full garbage bins park. Photo taken during daytime with clear weather. Multiple angles shown.,burning garbage,park,2025-09-07 06:10:10.233199
garbage_MEDIUM_7326,garbage,MEDIUM,7,"Issue with medical waste residential area. While not critical, it needs proper attention at earliest. Attracting flies. Ongoing issue. Close to residential homes.",Photo of medical waste showing scattered litter residential area. Photo taken in the evening with clear weather. Multiple angles shown.,medical waste,residential area,2025-09-19 06:10:10.233199
garbage_MEDIUM_7665,garbage,MEDIUM,4,"Issue with medical waste school area. While not emergency, it needs proper attention at earliest. Unsightly appearance. Ongoing issue. Near the main entrance.",Photo of medical waste showing full garbage bins school area. Photo taken afternoon lighting with overcast sky. Close-up detail visible.,medical waste,school area,2025-09-22 06:10:10.233199
garbage_MEDIUM_6299,garbage,MEDIUM,7,"I'm worried about issue with overflowing bins hospital zone. while not emergency, it needs proper attention few days. attracting flies. noticed last week. near the main entrance.",Photo of overflowing bins showing scattered litter hospital zone. Photo taken afternoon lighting with after rain. Multiple angles shown.,overflowing bins,hospital zone,2025-08-28 06:10:10.233199
garbage_MEDIUM_3222,garbage,MEDIUM,4,Problem: medical waste school area. This is problematic and requires resolution. Attracting flies. Been like this for a few days. Close to residential homes.,Photo of medical waste showing scattered litter school area. Photo taken during daytime with clear weather. Multiple angles shown.,medical waste,school area,2025-09-17 06:10:10.233199
garbage_MEDIUM_3138,garbage,MEDIUM,4,"Issue with illegal dumping residential area. While not emergency, it needs proper attention few days. Bad smell. Ongoing issue. In a busy area.",Photo of illegal dumping showing scattered litter residential area. Photo taken during daytime with clear weather. Good image quality.,illegal dumping,residential area,2025-09-23 06:10:10.233199
garbage_MEDIUM_5746,garbage,MEDIUM,5,Problem: medical waste school area. This is problematic and requires resolution. Unsightly appearance. Ongoing issue. Visible from the road.,Photo of medical waste showing full garbage bins school area. Photo taken in the evening with overcast sky. Multiple angles shown.,medical waste,school area,2025-08-29 06:10:10.233199
garbage_MEDIUM_9122,garbage,MEDIUM,7,"Issue with burning garbage school area. While not emergency, it needs proper attention at earliest. Attracting flies. Noticed last week. Close to residential homes.",Photo of burning garbage showing full garbage bins school area. Photo taken in the evening with sunny conditions. Close-up detail visible.,burning garbage,school area,2025-09-15 06:10:10.234199
garbage_MEDIUM_4565,garbage,MEDIUM,4,This is ridiculous reporting waste accumulation market place. this is causing difficulties for residents. please address when possible. attracting flies. ongoing issue. visible from the road.,Photo of waste accumulation showing full garbage bins market place. Photo taken in the evening with overcast sky. Good image quality.,waste accumulation,market place,2025-09-08 06:10:10.234199
garbage_MEDIUM_9151,garbage,MEDIUM,5,"Issue with scattered litter hospital zone. While not emergency, it needs proper attention this week. Bad smell. Been like this for a few days. In a busy area.",Photo of scattered litter showing significant waste accumulation hospital zone. Photo taken in the evening with sunny conditions. Multiple angles shown.,scattered litter,hospital zone,2025-09-22 06:10:10.234199
garbage_MEDIUM_8306,garbage,MEDIUM,6,"Issue with medical waste residential area. While not emergency, it needs proper attention soon. Unsightly appearance. Getting worse. In a busy area.",Photo of medical waste showing full garbage bins residential area. Photo taken afternoon lighting with overcast sky. Multiple angles shown.,medical waste,residential area,2025-09-23 06:10:10.234199
garbage_MEDIUM_9102,garbage,MEDIUM,5,"Issue with medical waste bus stop. While not critical, it needs proper attention soon. Unsightly appearance. Been like this for a few days. Visible from the road.",Photo of medical waste showing significant waste accumulation bus stop. Photo taken in the evening with sunny conditions. Close-up detail visible.,medical waste,bus stop,2025-09-12 06:10:10.234199
garbage_MEDIUM_4094,garbage,MEDIUM,4,Please address reporting illegal dumping residential area. this is causing inconvenience for residents. please address when possible. bad smell. noticed last week. close to residential homes.,Photo of illegal dumping showing significant waste accumulation residential area. Photo taken morning shot with clear weather. Close-up detail visible.,illegal dumping,residential area,2025-09-24 06:10:10.234199
garbage_MEDIUM_1091,garbage,MEDIUM,7,Reporting illegal dumping market place. This is causing inconvenience for residents. Please address when possible. Unsightly appearance. Been like this for a few days. Close to residential homes.,Photo of illegal dumping showing full garbage bins market place. Photo taken during daytime with clear weather. Close-up detail visible.,illegal dumping,market place,2025-09-20 06:10:10.234199
garbage_MEDIUM_3225,garbage,MEDIUM,6,Problem: illegal dumping hospital zone. This is troublesome and requires resolution. Unsightly appearance. Getting worse. Close to residential homes.,Photo of illegal dumping showing full garbage bins hospital zone. Photo taken afternoon lighting with after rain. Multiple angles shown.,illegal dumping,hospital zone,2025-08-28 06:10:10.234199
garbage_MEDIUM_5374,garbage,MEDIUM,4,Problem: burning garbage hospital zone. This is troublesome and requires resolution. Attracting flies. Been like this for a few days. Close to residential homes.,Photo of burning garbage showing scattered litter hospital zone. Photo taken during daytime with clear weather. Multiple angles shown.,burning garbage,hospital zone,2025-09-26 06:10:10.234199
garbage_MEDIUM_9062,garbage,MEDIUM,4,There's a waste accumulation hospital zone that needs attention. It's issue and should be fixed soon. Bad smell. Getting worse. Near the main entrance.,Photo of waste accumulation showing full garbage bins hospital zone. Photo taken morning shot with sunny conditions. Good image quality.,waste accumulation,hospital zone,2025-09-08 06:10:10.234199
garbage_MEDIUM_3419,garbage,MEDIUM,5,"Issue with burning garbage school area. While not critical, it needs proper attention at earliest. Bad smell. Ongoing issue. Close to residential homes.",Photo of burning garbage showing scattered litter school area. Photo taken in the evening with clear weather. Clear visibility.,burning garbage,school area,2025-08-28 06:10:10.234199
garbage_MEDIUM_8281,garbage,MEDIUM,7,Reporting burning garbage school area. This is causing problems for residents. Please address when possible. Attracting flies. Noticed last week. In a busy area.,Photo of burning garbage showing significant waste accumulation school area. Photo taken during daytime with after rain. Good image quality.,burning garbage,school area,2025-09-22 06:10:10.234199
garbage_MEDIUM_3602,garbage,MEDIUM,5,Hey there's a there's a scattered litter residential area that needs attention. it's problem and should be fixed this week. bad smell. getting worse. in a busy area.,Photo of scattered litter showing full garbage bins residential area. Photo taken morning shot with sunny conditions. Clear visibility.,scattered litter,residential area,2025-09-17 06:10:10.234199
garbage_MEDIUM_9645,garbage,MEDIUM,5,Problem: medical waste school area. This is problematic and requires resolution. Attracting flies. Noticed last week. In a busy area.,Photo of medical waste showing full garbage bins school area. Photo taken during daytime with after rain. Good image quality.,medical waste,school area,2025-09-20 06:10:10.234199
garbage_MEDIUM_3577,garbage,MEDIUM,4,Reporting overflowing bins residential area. This is causing problems for residents. Please address when possible. Attracting flies. Noticed last week. In a busy area.,Photo of overflowing bins showing significant waste accumulation residential area. Photo taken morning shot with after rain. Multiple angles shown.,overflowing bins,residential area,2025-09-18 06:10:10.234199
garbage_MEDIUM_4877,garbage,MEDIUM,4,Problem: scattered litter hospital zone. This is problematic and requires resolution. Bad smell. Ongoing issue. Near the main entrance.,Photo of scattered litter showing scattered litter hospital zone. Photo taken afternoon lighting with sunny conditions. Good image quality.,scattered litter,hospital zone,2025-09-09 06:10:10.234199
garbage_MEDIUM_9702,garbage,MEDIUM,5,This concerns me reporting illegal dumping park. this is causing inconvenience for residents. please address when possible. bad smell. been like this for a few days. close to residential homes.,Photo of illegal dumping showing significant waste accumulation park. Photo taken in the evening with clear weather. Good image quality.,illegal dumping,park,2025-09-10 06:10:10.234199
garbage_MEDIUM_2619,garbage,MEDIUM,4,There's a medical waste residential area that needs attention. It's issue and should be fixed when possible. Attracting flies. Noticed last week. Near the main entrance.,Photo of medical waste showing scattered litter residential area. Photo taken afternoon lighting with sunny conditions. Multiple angles shown.,medical waste,residential area,2025-09-24 06:10:10.234199
garbage_MEDIUM_6366,garbage,MEDIUM,7,Reporting burning garbage school area. This is causing problems for residents. Please address when possible. Attracting flies. Noticed last week. Near the main entrance.,Photo of burning garbage showing significant waste accumulation school area. Photo taken afternoon lighting with overcast sky. Multiple angles shown.,burning garbage,school area,2025-09-18 06:10:10.235201
garbage_MEDIUM_1815,garbage,MEDIUM,5,There's a burning garbage bus stop that needs attention. It's concerning and should be fixed soon. Bad smell. Ongoing issue. Visible from the road.,Photo of burning garbage showing significant waste accumulation bus stop. Photo taken afternoon lighting with overcast sky. Good image quality.,burning garbage,bus stop,2025-09-17 06:10:10.235201
garbage_MEDIUM_7915,garbage,MEDIUM,6,"Issue with illegal dumping school area. While not emergency, it needs proper attention at earliest. Attracting flies. Getting worse. Visible from the road.",Photo of illegal dumping showing significant waste accumulation school area. Photo taken in the evening with clear weather. Close-up detail visible.,illegal dumping,school area,2025-09-25 06:10:10.235201
garbage_MEDIUM_8149,garbage,MEDIUM,7,There's a scattered litter residential area that needs attention. It's concerning and should be fixed few days. Attracting flies. Getting worse. Close to residential homes.,Photo of scattered litter showing significant waste accumulation residential area. Photo taken in the evening with after rain. Close-up detail visible.,scattered litter,residential area,2025-08-30 06:10:10.235201
garbage_MEDIUM_9655,garbage,MEDIUM,6,"Issue with waste accumulation school area. While not emergency, it needs proper attention at earliest. Attracting flies. Getting worse. Visible from the road.",Photo of waste accumulation showing scattered litter school area. Photo taken afternoon lighting with sunny conditions. Clear visibility.,waste accumulation,school area,2025-09-07 06:10:10.235201
garbage_MEDIUM_5751,garbage,MEDIUM,4,There's a medical waste bus stop that needs attention. It's troublesome and should be fixed this week. Unsightly appearance. Getting worse. Near the main entrance.,Photo of medical waste showing scattered litter bus stop. Photo taken in the evening with after rain. Good image quality.,medical waste,bus stop,2025-09-24 06:10:10.235201
garbage_MEDIUM_2263,garbage,MEDIUM,6,"Issue with illegal dumping school area. While not critical, it needs proper attention when possible. Attracting flies. Noticed last week. In a busy area.",Photo of illegal dumping showing scattered litter school area. Photo taken morning shot with sunny conditions. Good image quality.,illegal dumping,school area,2025-09-13 06:10:10.235201
garbage_MEDIUM_2057,garbage,MEDIUM,7,Reporting overflowing bins park. This is causing difficulties for residents. Please address when possible. Attracting flies. Been like this for a few days. In a busy area.,Photo of overflowing bins showing scattered litter park. Photo taken afternoon lighting with clear weather. Multiple angles shown.,overflowing bins,park,2025-09-12 06:10:10.235201
garbage_MEDIUM_9556,garbage,MEDIUM,4,Problem: waste accumulation hospital zone. This is troublesome and requires resolution. Unsightly appearance. Ongoing issue. Close to residential homes.,Photo of waste accumulation showing significant waste accumulation hospital zone. Photo taken morning shot with clear weather. Clear visibility.,waste accumulation,hospital zone,2025-09-11 06:10:10.235201
garbage_MEDIUM_9478,garbage,MEDIUM,5,Problem: illegal dumping residential area. This is concerning and requires resolution. Bad smell. Ongoing issue. Near the main entrance.,Photo of illegal dumping showing full garbage bins residential area. Photo taken during daytime with clear weather. Close-up detail visible.,illegal dumping,residential area,2025-09-02 06:10:10.235201
garbage_MEDIUM_7220,garbage,MEDIUM,4,"Please address issue with burning garbage bus stop. while not emergency, it needs proper attention at earliest. attracting flies. ongoing issue. close to residential homes.",Photo of burning garbage showing full garbage bins bus stop. Photo taken morning shot with overcast sky. Clear visibility.,burning garbage,bus stop,2025-09-22 06:10:10.235201
garbage_MEDIUM_7133,garbage,MEDIUM,7,There's a scattered litter residential area that needs attention. It's important and should be fixed this week. Unsightly appearance. Been like this for a few days. Close to residential homes.,Photo of scattered litter showing significant waste accumulation residential area. Photo taken morning shot with clear weather. Multiple angles shown.,scattered litter,residential area,2025-08-28 06:10:10.235201
garbage_MEDIUM_7964,garbage,MEDIUM,6,"Issue with waste accumulation bus stop. While not emergency, it needs proper attention this week. Unsightly appearance. Ongoing issue. Close to residential homes.",Photo of waste accumulation showing scattered litter bus stop. Photo taken in the evening with overcast sky. Good image quality.,waste accumulation,bus stop,2025-09-01 06:10:10.235201
garbage_MEDIUM_8374,garbage,MEDIUM,4,Problem: scattered litter school area. This is troublesome and requires resolution. Attracting flies. Ongoing issue. Near the main entrance.,Photo of scattered litter showing significant waste accumulation school area. Photo taken morning shot with after rain. Good image quality.,scattered litter,school area,2025-09-05 06:10:10.235201
garbage_MEDIUM_6406,garbage,MEDIUM,7,Reporting waste accumulation residential area. This is causing inconvenience for residents. Please address when possible. Attracting flies. Been like this for a few days. Near the main entrance.,Photo of waste accumulation showing scattered litter residential area. Photo taken morning shot with sunny conditions. Good image quality.,waste accumulation,residential area,2025-08-30 06:10:10.235201
garbage_MEDIUM_9822,garbage,MEDIUM,6,Problem: scattered litter market place. This is concerning and requires resolution. Attracting flies. Been like this for a few days. In a busy area.,Photo of scattered litter showing full garbage bins market place. Photo taken in the evening with overcast sky. Multiple angles shown.,scattered litter,market place,2025-08-29 06:10:10.235201
garbage_MEDIUM_7536,garbage,MEDIUM,4,There's a medical waste market place that needs attention. It's problem and should be fixed when possible. Attracting flies. Been like this for a few days. Close to residential homes.,Photo of medical waste showing full garbage bins market place. Photo taken morning shot with clear weather. Multiple angles shown.,medical waste,market place,2025-09-03 06:10:10.235201
garbage_MEDIUM_6573,garbage,MEDIUM,4,There's a waste accumulation bus stop that needs attention. It's important and should be fixed at earliest. Unsightly appearance. Getting worse. In a busy area.,Photo of waste accumulation showing full garbage bins bus stop. Photo taken afternoon lighting with after rain. Close-up detail visible.,waste accumulation,bus stop,2025-09-10 06:10:10.236203
garbage_MEDIUM_2513,garbage,MEDIUM,5,I fear that reporting overflowing bins hospital zone. this is causing problems for residents. please address when possible. attracting flies. been like this for a few days. near the main entrance.,Photo of overflowing bins showing full garbage bins hospital zone. Photo taken in the evening with overcast sky. Close-up detail visible.,overflowing bins,hospital zone,2025-09-26 06:10:10.236203
garbage_MEDIUM_2438,garbage,MEDIUM,4,There is a there's a overflowing bins hospital zone that needs attention. it's needs attention and should be fixed when possible. unsightly appearance. noticed last week. close to residential homes.,Photo of overflowing bins showing scattered litter hospital zone. Photo taken in the evening with clear weather. Multiple angles shown.,overflowing bins,hospital zone,2025-09-15 06:10:10.236203
garbage_MEDIUM_2112,garbage,MEDIUM,4,I'm sick of there's a burning garbage bus stop that needs attention. it's important and should be fixed few days. attracting flies. noticed last week. near the main entrance.,Photo of burning garbage showing full garbage bins bus stop. Photo taken morning shot with sunny conditions. Multiple angles shown.,burning garbage,bus stop,2025-09-20 06:10:10.236203
garbage_MEDIUM_1434,garbage,MEDIUM,6,I fear that reporting waste accumulation school area. this is causing problems for residents. please address when possible. unsightly appearance. getting worse. close to residential homes.,Photo of waste accumulation showing scattered litter school area. Photo taken afternoon lighting with sunny conditions. Clear visibility.,waste accumulation,school area,2025-09-26 06:10:10.236203
garbage_MEDIUM_2114,garbage,MEDIUM,6,Problem: waste accumulation market place. This is problematic and requires resolution. Bad smell. Noticed last week. In a busy area.,Photo of waste accumulation showing significant waste accumulation market place. Photo taken during daytime with clear weather. Good image quality.,waste accumulation,market place,2025-09-26 06:10:10.236203
garbage_MEDIUM_4130,garbage,MEDIUM,7,Problem: overflowing bins school area. This is concerning and requires resolution. Unsightly appearance. Getting worse. Visible from the road.,Photo of overflowing bins showing full garbage bins school area. Photo taken morning shot with sunny conditions. Multiple angles shown.,overflowing bins,school area,2025-09-01 06:10:10.236203
garbage_MEDIUM_1775,garbage,MEDIUM,5,Problem: waste accumulation hospital zone. This is problematic and requires resolution. Bad smell. Getting worse. Near the main entrance.,Photo of waste accumulation showing significant waste accumulation hospital zone. Photo taken afternoon lighting with sunny conditions. Multiple angles shown.,waste accumulation,hospital zone,2025-08-30 06:10:10.236203
garbage_MEDIUM_2363,garbage,MEDIUM,7,I am writing to inform reporting waste accumulation school area. this is causing problems for residents. please address when possible. unsightly appearance. noticed last week. near the main entrance.,Photo of waste accumulation showing full garbage bins school area. Photo taken morning shot with overcast sky. Clear visibility.,waste accumulation,school area,2025-09-22 06:10:10.236203
garbage_MEDIUM_7632,garbage,MEDIUM,6,Reporting illegal dumping market place. This is causing difficulties for residents. Please address when possible. Unsightly appearance. Been like this for a few days. Near the main entrance.,Photo of illegal dumping showing full garbage bins market place. Photo taken in the evening with clear weather. Close-up detail visible.,illegal dumping,market place,2025-09-04 06:10:10.236203
garbage_MEDIUM_6865,garbage,MEDIUM,4,"Issue with burning garbage residential area. While not critical, it needs proper attention when possible. Attracting flies. Noticed last week. Near the main entrance.",Photo of burning garbage showing significant waste accumulation residential area. Photo taken afternoon lighting with after rain. Clear visibility.,burning garbage,residential area,2025-08-27 06:10:10.236203
garbage_MEDIUM_1739,garbage,MEDIUM,4,"Issue with illegal dumping bus stop. While not emergency, it needs proper attention at earliest. Attracting flies. Noticed last week. Visible from the road.",Photo of illegal dumping showing significant waste accumulation bus stop. Photo taken afternoon lighting with clear weather. Clear visibility.,illegal dumping,bus stop,2025-09-06 06:10:10.236203
garbage_MEDIUM_8368,garbage,MEDIUM,4,"Issue with illegal dumping school area. While not emergency, it needs proper attention this week. Bad smell. Been like this for a few days. Visible from the road.",Photo of illegal dumping showing scattered litter school area. Photo taken afternoon lighting with overcast sky. Close-up detail visible.,illegal dumping,school area,2025-09-13 06:10:10.236203
garbage_MEDIUM_3588,garbage,MEDIUM,7,There's a medical waste park that needs attention. It's problem and should be fixed when possible. Attracting flies. Been like this for a few days. Near the main entrance.,Photo of medical waste showing scattered litter park. Photo taken afternoon lighting with clear weather. Clear visibility.,medical waste,park,2025-09-15 06:10:10.236203
garbage_MEDIUM_2743,garbage,MEDIUM,4,Reporting illegal dumping park. This is causing problems for residents. Please address when possible. Unsightly appearance. Ongoing issue. Near the main entrance.,Photo of illegal dumping showing scattered litter park. Photo taken during daytime with clear weather. Multiple angles shown.,illegal dumping,park,2025-09-15 06:10:10.236203
garbage_MEDIUM_9630,garbage,MEDIUM,4,Can someone fix there's a illegal dumping hospital zone that needs attention. it's issue and should be fixed when possible. bad smell. ongoing issue. near the main entrance.,Photo of illegal dumping showing scattered litter hospital zone. Photo taken in the evening with overcast sky. Good image quality.,illegal dumping,hospital zone,2025-08-29 06:10:10.236203
garbage_MEDIUM_4089,garbage,MEDIUM,7,This could be dangerous problem: overflowing bins hospital zone. this is concerning and requires resolution. unsightly appearance. been like this for a few days. close to residential homes.,Photo of overflowing bins showing full garbage bins hospital zone. Photo taken in the evening with after rain. Clear visibility.,overflowing bins,hospital zone,2025-09-04 06:10:10.237201
garbage_MEDIUM_3866,garbage,MEDIUM,6,I'm sick of there's a burning garbage hospital zone that needs attention. it's concerning and should be fixed soon. bad smell. noticed last week. in a busy area.,Photo of burning garbage showing significant waste accumulation hospital zone. Photo taken in the evening with clear weather. Good image quality.,burning garbage,hospital zone,2025-09-24 06:10:10.237201
garbage_MEDIUM_7952,garbage,MEDIUM,6,"Issue with medical waste hospital zone. While not emergency, it needs proper attention few days. Unsightly appearance. Noticed last week. In a busy area.",Photo of medical waste showing full garbage bins hospital zone. Photo taken in the evening with overcast sky. Multiple angles shown.,medical waste,hospital zone,2025-09-23 06:10:10.237201
garbage_MEDIUM_1821,garbage,MEDIUM,5,There's a overflowing bins school area that needs attention. It's concerning and should be fixed few days. Attracting flies. Been like this for a few days. Visible from the road.,Photo of overflowing bins showing scattered litter school area. Photo taken during daytime with after rain. Close-up detail visible.,overflowing bins,school area,2025-09-12 06:10:10.237201
garbage_MEDIUM_8565,garbage,MEDIUM,7,"Issue with medical waste residential area. While not critical, it needs proper attention this week. Unsightly appearance. Getting worse. Near the main entrance.",Photo of medical waste showing significant waste accumulation residential area. Photo taken morning shot with sunny conditions. Close-up detail visible.,medical waste,residential area,2025-09-20 06:10:10.237201
garbage_MEDIUM_4368,garbage,MEDIUM,4,There's this there's a overflowing bins bus stop that needs attention. it's troublesome and should be fixed soon. unsightly appearance. getting worse. close to residential homes.,Photo of overflowing bins showing significant waste accumulation bus stop. Photo taken afternoon lighting with sunny conditions. Multiple angles shown.,overflowing bins,bus stop,2025-09-10 06:10:10.237201
garbage_MEDIUM_3383,garbage,MEDIUM,4,There is a reporting overflowing bins residential area. this is causing difficulties for residents. please address when possible. unsightly appearance. getting worse. near the main entrance.,Photo of overflowing bins showing scattered litter residential area. Photo taken morning shot with sunny conditions. Clear visibility.,overflowing bins,residential area,2025-08-31 06:10:10.237201
garbage_MEDIUM_1564,garbage,MEDIUM,4,"Issue with illegal dumping hospital zone. While not critical, it needs proper attention soon. Attracting flies. Ongoing issue. Near the main entrance.",Photo of illegal dumping showing scattered litter hospital zone. Photo taken in the evening with clear weather. Good image quality.,illegal dumping,hospital zone,2025-09-05 06:10:10.237201
garbage_MEDIUM_5388,garbage,MEDIUM,7,"Issue with illegal dumping market place. While not emergency, it needs proper attention this week. Bad smell. Getting worse. Near the main entrance.",Photo of illegal dumping showing scattered litter market place. Photo taken during daytime with clear weather. Good image quality.,illegal dumping,market place,2025-09-03 06:10:10.237201
garbage_MEDIUM_8000,garbage,MEDIUM,5,Problem: illegal dumping park. This is concerning and requires resolution. Bad smell. Ongoing issue. Close to residential homes.,Photo of illegal dumping showing scattered litter park. Photo taken afternoon lighting with clear weather. Good image quality.,illegal dumping,park,2025-09-16 06:10:10.237201
garbage_MEDIUM_5798,garbage,MEDIUM,6,Problem: scattered litter residential area. This is concerning and requires resolution. Unsightly appearance. Noticed last week. Close to residential homes.,Photo of scattered litter showing scattered litter residential area. Photo taken in the evening with after rain. Good image quality.,scattered litter,residential area,2025-09-26 06:10:10.237201
garbage_MEDIUM_3657,garbage,MEDIUM,7,Problem: medical waste residential area. This is concerning and requires resolution. Unsightly appearance. Getting worse. Close to residential homes.,Photo of medical waste showing full garbage bins residential area. Photo taken morning shot with overcast sky. Close-up detail visible.,medical waste,residential area,2025-09-23 06:10:10.237201
garbage_MEDIUM_8220,garbage,MEDIUM,6,There's a waste accumulation market place that needs attention. It's troublesome and should be fixed soon. Attracting flies. Getting worse. Near the main entrance.,Photo of waste accumulation showing full garbage bins market place. Photo taken afternoon lighting with after rain. Good image quality.,waste accumulation,market place,2025-09-08 06:10:10.237201
garbage_MEDIUM_5496,garbage,MEDIUM,4,Problem: medical waste school area. This is problematic and requires resolution. Unsightly appearance. Noticed last week. In a busy area.,Photo of medical waste showing significant waste accumulation school area. Photo taken afternoon lighting with clear weather. Clear visibility.,medical waste,school area,2025-08-30 06:10:10.237201
garbage_MEDIUM_8228,garbage,MEDIUM,6,Reporting scattered litter park. This is causing inconvenience for residents. Please address when possible. Bad smell. Getting worse. Close to residential homes.,Photo of scattered litter showing significant waste accumulation park. Photo taken afternoon lighting with sunny conditions. Clear visibility.,scattered litter,park,2025-09-02 06:10:10.237201
garbage_MEDIUM_5187,garbage,MEDIUM,6,"I am writing to inform issue with burning garbage residential area. while not critical, it needs proper attention this week. bad smell. been like this for a few days. in a busy area.",Photo of burning garbage showing scattered litter residential area. Photo taken in the evening with clear weather. Good image quality.,burning garbage,residential area,2025-08-31 06:10:10.237201
garbage_MEDIUM_6634,garbage,MEDIUM,4,"Help! We have issue with medical waste park. while not emergency, it needs proper attention when possible. bad smell. noticed last week. near the main entrance.",Photo of medical waste showing significant waste accumulation park. Photo taken during daytime with sunny conditions. Good image quality.,medical waste,park,2025-09-04 06:10:10.237201
garbage_MEDIUM_2231,garbage,MEDIUM,6,There's this reporting scattered litter bus stop. this is causing problems for residents. please address when possible. unsightly appearance. been like this for a few days. close to residential homes.,Photo of scattered litter showing scattered litter bus stop. Photo taken afternoon lighting with after rain. Clear visibility.,scattered litter,bus stop,2025-09-17 06:10:10.237201
garbage_MEDIUM_4610,garbage,MEDIUM,5,"I'm sick of issue with waste accumulation hospital zone. while not emergency, it needs proper attention when possible. unsightly appearance. ongoing issue. visible from the road.",Photo of waste accumulation showing scattered litter hospital zone. Photo taken in the evening with sunny conditions. Close-up detail visible.,waste accumulation,hospital zone,2025-08-28 06:10:10.238201
garbage_MEDIUM_9852,garbage,MEDIUM,5,There's a scattered litter bus stop that needs attention. It's needs attention and should be fixed soon. Unsightly appearance. Getting worse. In a busy area.,Photo of scattered litter showing significant waste accumulation bus stop. Photo taken in the evening with clear weather. Good image quality.,scattered litter,bus stop,2025-09-08 06:10:10.238201
garbage_MEDIUM_7684,garbage,MEDIUM,7,Reporting scattered litter hospital zone. This is causing difficulties for residents. Please address when possible. Unsightly appearance. Getting worse. Near the main entrance.,Photo of scattered litter showing scattered litter hospital zone. Photo taken morning shot with clear weather. Close-up detail visible.,scattered litter,hospital zone,2025-09-09 06:10:10.238201
